bloque,implementacion,metodo,escenario,semilla,n_inicial,k,observaciones,min_ns,q1_ns,mediana_ns,q3_ns,max_ns,iqr_ns,media_ns
listas,ListaDobleConCola,topFront,general,20261021,100,2000,10,2.1,2.1125,2.15,2.15,2.15,0.03750000000000009,2.1350000000000002
listas,ListaDobleConCola,topFront,general,20261921,1000,2000,10,2.1,2.1,2.1,2.1,2.15,0.0,2.1100000000000003
listas,ListaDobleConCola,topFront,general,20270921,10000,2000,10,2.0,2.0,2.0,2.05,2.05,0.04999999999999982,2.02
listas,ListaDobleConCola,topFront,general,20360921,100000,2000,10,1.95,2.0,2.0,2.0374999999999996,2.6,0.037499999999999645,2.1
listas,ListaDobleSinCola,topFront,general,20260931,10,2000,10,5.4,5.4625,5.55,6.6375,14.45,1.1749999999999998,7.2700000000000005
listas,ListaDobleSinCola,topFront,general,20261021,100,2000,10,1.5,1.5125,1.55,1.55,1.55,0.03750000000000009,1.535
listas,ListaDobleSinCola,topFront,general,20261921,1000,2000,10,2.1,2.15,2.15,2.2,2.7,0.050000000000000266,2.2600000000000002
listas,ListaDobleSinCola,topFront,general,20270921,10000,2000,10,1.95,1.9625,2.0,2.0,2.0,0.03750000000000009,1.985
listas,ListaDobleSinCola,topFront,general,20360921,100000,2000,10,1.95,2.0,2.0,2.0,2.6,0.0,2.05
listas,ListaSimpleConCola,topFront,general,20260931,10,2000,10,19.9,20.1125,28.2,31.2875,31.65,11.175,26.235000000000003
listas,ListaSimpleConCola,topFront,general,20261021,100,2000,10,5.3,5.35,5.45,9.2625,23.7,3.9124999999999996,8.790000000000001
listas,ListaSimpleConCola,topFront,general,20261921,1000,2000,10,2.0,2.05,2.05,2.05,2.1,0.0,2.05
listas,ListaSimpleConCola,topFront,general,20270921,10000,2000,10,1.95,1.95,1.95,1.95,2.0,0.0,1.9600000000000002
listas,ListaSimpleConCola,topFront,general,20360921,100000,2000,10,2.0,2.0,2.0,2.0374999999999996,2.05,0.037499999999999645,2.0149999999999997
listas,ListaSimpleSinCola,topFront,general,20260931,10,2000,10,19.75,20.85,21.825,30.5,32.75,9.649999999999999,24.990000000000002
listas,ListaSimpleSinCola,topFront,general,20261021,100,2000,10,2.1,2.1125,2.15,2.15,3.35,0.03750000000000009,2.2600000000000002
listas,ListaSimpleSinCola,topFront,general,20261921,1000,2000,10,2.05,2.1,2.1,2.1,2.1,0.0,2.0949999999999998
listas,ListaSimpleSinCola,topFront,general,20270921,10000,2000,10,1.95,1.95,2.0,2.0,2.0,0.050000000000000044,1.98
listas,ListaSimpleSinCola,topFront,general,20360921,100000,2000,10,2.0,2.0,2.0,2.0,2.2,0.0,2.025
