familia,implementacion,metodo_comun,operacion,escenario,semilla,n,k,repeticion,total_ns,ns_por_operacion,checksum
stack,PilaArreglo,delete,delete,base,20261022,100,2000,3,224700,112.350000,2000
stack,PilaArreglo,delete,delete,base,20261022,100,2000,4,222700,111.350000,2000
stack,PilaArreglo,delete,delete,base,20261022,100,2000,5,222400,111.200000,2000
stack,PilaArreglo,delete,delete,base,20261022,100,2000,6,223000,111.500000,2000
stack,PilaArreglo,delete,delete,base,20261022,100,2000,7,221600,110.800000,2000
stack,PilaArreglo,delete,delete,base,20261022,100,2000,8,221900,110.950000,2000
stack,PilaArreglo,delete,delete,base,20261022,100,2000,9,221100,110.550000,2000
stack,PilaArreglo,delete,delete,base,20261022,100,2000,10,221700,110.850000,2000
stack,ListaSimpleSinCola,size,size,general,20261022,100,20096,1,38800,1.930732,2009600
stack,ListaSimpleSinCola,size,size,general,20261022,100,20096,2,38700,1.925756,2009600
stack,ListaSimpleSinCola,size,size,general,20261022,100,20096,3,38700,1.925756,2009600
stack,ListaSimpleSinCola,size,size,general,20261022,100,20096,4,38900,1.935709,2009600
stack,ListaSimpleSinCola,size,size,general,20261022,100,20096,5,38900,1.935709,2009600
stack,ListaSimpleSinCola,size,size,general,20261022,100,20096,6,38900,1.935709,2009600
stack,ListaSimpleSinCola,size,size,general,20261022,100,20096,7,38800,1.930732,2009600
stack,ListaSimpleSinCola,size,size,general,20261022,100,20096,8,38800,1.930732,2009600
stack,ListaSimpleSinCola,size,size,general,20261022,100,20096,9,39000,1.940685,2009600
stack,ListaSimpleSinCola,size,size,general,20261022,100,20096,10,38900,1.935709,2009600
stack,PilaArreglo,size,size,general,20261022,100,20096,1,37500,1.866043,2009600
stack,PilaArreglo,size,size,general,20261022,100,20096,2,37500,1.866043,2009600
stack,PilaArreglo,size,size,general,20261022,100,20096,3,37600,1.871019,2009600
stack,PilaArreglo,size,size,general,20261022,100,20096,4,37700,1.875995,2009600
stack,PilaArreglo,size,size,general,20261022,100,20096,5,37700,1.875995,2009600
stack,PilaArreglo,size,size,general,20261022,100,20096,6,37700,1.875995,2009600
stack,PilaArreglo,size,size,general,20261022,100,20096,7,37600,1.871019,2009600
stack,PilaArreglo,size,size,general,20261022,100,20096,8,37700,1.875995,2009600
stack,PilaArreglo,size,size,general,20261022,100,20096,9,37500,1.866043,2009600
stack,PilaArreglo,size,size,general,20261022,100,20096,10,37500,1.866043,2009600
stack,ListaSimpleSinCola,isEmpty,isEmpty,general,20261022,100,20096,1,39700,1.975518,40192
stack,ListaSimpleSinCola,isEmpty,isEmpty,general,20261022,100,20096,2,39700,1.975518,40192
stack,ListaSimpleSinCola,isEmpty,isEmpty,general,20261022,100,20096,3,39700,1.975518,40192
stack,ListaSimpleSinCola,isEmpty,isEmpty,general,20261022,100,20096,4,39600,1.970541,40192
stack,ListaSimpleSinCola,isEmpty,isEmpty,general,20261022,100,20096,5,39700,1.975518,40192
stack,ListaSimpleSinCola,isEmpty,isEmpty,general,20261022,100,20096,6,39700,1.975518,40192
stack,ListaSimpleSinCola,isEmpty,isEmpty,general,20261022,100,20096,7,39700,1.975518,40192
stack,ListaSimpleSinCola,isEmpty,isEmpty,general,20261022,100,20096,8,39700,1.975518,40192
stack,ListaSimpleSinCola,isEmpty,isEmpty,general,20261022,100,20096,9,39800,1.980494,40192
stack,ListaSimpleSinCola,isEmpty,isEmpty,general,20261022,100,20096,10,39800,1.980494,40192
stack,PilaArreglo,isEmpty,isEmpty,general,20261022,100,20096,1,39800,1.980494,40192
stack,PilaArreglo,isEmpty,isEmpty,general,20261022,100,20096,2,39800,1.980494,40192
stack,PilaArreglo,isEmpty,isEmpty,general,20261022,100,20096,3,39800,1.980494,40192
stack,PilaArreglo,isEmpty,isEmpty,general,20261022,100,20096,4,39700,1.975518,40192
stack,PilaArreglo,isEmpty,isEmpty,general,20261022,100,20096,5,39800,1.980494,40192
stack,PilaArreglo,isEmpty,isEmpty,general,20261022,100,20096,6,39700,1.975518,40192
stack,PilaArreglo,isEmpty,isEmpty,general,20261022,100,20096,7,39800,1.980494,40192
stack,PilaArreglo,isEmpty,isEmpty,general,20261022,100,20096,8,39700,1.975518,40192
stack,PilaArreglo,isEmpty,isEmpty,general,20261022,100,20096,9,44300,2.204419,40192
stack,PilaArreglo,isEmpty,isEmpty,general,20261022,100,20096,10,39700,1.975518,40192
queue,ListaSimpleConCola,enqueue,pushBack,general,20261022,100,2000,1,16000,8.000000,30000
queue,ListaSimpleConCola,enqueue,pushBack,general,20261022,100,2000,2,15700,7.850000,30000
queue,ListaSimpleConCola,enqueue,pushBack,general,20261022,100,2000,3,17900,8.950000,30000
queue,ListaSimpleConCola,enqueue,pushBack,general,20261022,100,2000,4,31600,15.800000,30000
queue,ListaSimpleConCola,enqueue,pushBack,general,20261022,100,2000,5,15500,7.750000,30000
queue,ListaSimpleConCola,enqueue,pushBack,general,20261022,100,2000,6,14100,7.050000,30000
queue,ListaSimpleConCola,enqueue,pushBack,general,20261022,100,2000,7,20900,10.450000,30000
queue,ListaSimpleConCola,enqueue,pushBack,general,20261022,100,2000,8,26800,13.400000,30000
queue,ListaSimpleConCola,enqueue,pushBack,general,20261022,100,2000,9,26500,13.250000,30000
queue,ListaSimpleConCola,enqueue,pushBack,general,20261022,100,2000,10,25000,12.500000,30000
queue,ColaArreglo,enqueue,enqueue,general,20261022,100,2000,1,8000,4.000000,30000
queue,ColaArreglo,enqueue,enqueue,general,20261022,100,2000,2,8200,4.100000,30000
queue,ColaArreglo,enqueue,enqueue,general,20261022,100,2000,3,8700,4.350000,30000
queue,ColaArreglo,enqueue,enqueue,general,20261022,100,2000,4,7600,3.800000,30000
queue,ColaArreglo,enqueue,enqueue,general,20261022,100,2000,5,7200,3.600000,30000
queue,ColaArreglo,enqueue,enqueue,general,20261022,100,2000,6,7000,3.500000,30000
queue,ColaArreglo,enqueue,enqueue,general,20261022,100,2000,7,14200,7.100000,30000
queue,ColaArreglo,enqueue,enqueue,general,20261022,100,2000,8,7800,3.900000,30000
queue,ColaArreglo,enqueue,enqueue,general,20261022,100,2000,9,8100,4.050000,30000
queue,ColaArreglo,enqueue,enqueue,general,20261022,100,2000,10,7600,3.800000,30000
queue,ListaSimpleConCola,dequeue,popFront,general,20261022,100,2000,1,23200,11.600000,60000
queue,ListaSimpleConCola,dequeue,popFront,general,20261022,100,2000,2,33600,16.800000,60000
queue,ListaSimpleConCola,dequeue,popFront,general,20261022,100,2000,3,18600,9.300000,60000
queue,ListaSimpleConCola,dequeue,popFront,general,20261022,100,2000,4,15800,7.900000,60000
queue,ListaSimpleConCola,dequeue,popFront,general,20261022,100,2000,5,24900,12.450000,60000
queue,ListaSimpleConCola,dequeue,popFront,general,20261022,100,2000,6,18300,9.150000,60000
queue,ListaSimpleConCola,dequeue,popFront,general,20261022,100,2000,7,17500,8.750000,60000
queue,ListaSimpleConCola,dequeue,popFront,general,20261022,100,2000,8,22000,11.000000,60000
queue,ListaSimpleConCola,dequeue,popFront,general,20261022,100,2000,9,17400,8.700000,60000
queue,ListaSimpleConCola,dequeue,popFront,general,20261022,100,2000,10,19600,9.800000,60000
queue,ColaArreglo,dequeue,dequeue,general,20261022,100,2000,1,7100,3.550000,60000
queue,ColaArreglo,dequeue,dequeue,general,20261022,100,2000,2,6600,3.300000,60000
queue,ColaArreglo,dequeue,dequeue,general,20261022,100,2000,3,7500,3.750000,60000
queue,ColaArreglo,dequeue,dequeue,general,20261022,100,2000,4,7200,3.600000,60000
queue,ColaArreglo,dequeue,dequeue,general,20261022,100,2000,5,7200,3.600000,60000
queue,ColaArreglo,dequeue,dequeue,general,20261022,100,2000,6,9600,4.800000,60000
queue,ColaArreglo,dequeue,dequeue,general,20261022,100,2000,7,7000,3.500000,60000
queue,ColaArreglo,dequeue,dequeue,general,20261022,100,2000,8,7200,3.600000,60000
queue,ColaArreglo,dequeue,dequeue,general,20261022,100,2000,9,7000,3.500000,60000
queue,ColaArreglo,dequeue,dequeue,general,20261022,100,2000,10,7700,3.850000,60000
queue,ListaSimpleConCola,front,topFront,general,20261022,100,20096,1,43200,2.149682,301440
queue,ListaSimpleConCola,front,topFront,general,20261022,100,20096,2,42800,2.129777,301440
queue,ListaSimpleConCola,front,topFront,general,20261022,100,20096,3,44000,2.189490,301440
queue,ListaSimpleConCola,front,topFront,general,20261022,100,20096,4,42800,2.129777,301440
queue,ListaSimpleConCola,front,topFront,general,20261022,100,20096,5,43000,2.139729,301440
queue,ListaSimpleConCola,front,topFront,general,20261022,100,20096,6,45100,2.244228,301440
queue,ListaSimpleConCola,front,topFront,general,20261022,100,20096,7,42600,2.119825,301440
queue,ListaSimpleConCola,front,topFront,general,20261022,100,20096,8,48000,2.388535,301440
queue,ListaSimpleConCola,front,topFront,general,20261022,100,20096,9,42900,2.134753,301440
queue,ListaSimpleConCola,front,topFront,general,20261022,100,20096,10,42600,2.119825,301440
queue,ColaArreglo,front,front,general,20261022,100,20096,1,44500,2.214371,301440
queue,ColaArreglo,front,front,general,20261022,100,20096,2,52300,2.602508,301440
queue,ColaArreglo,front,front,general,20261022,100,20096,3,52600,2.617436,301440
queue,ColaArreglo,front,front,general,20261022,100,20096,4,55000,2.736863,301440
queue,ColaArreglo,front,front,general,20261022,100,20096,5,63800,3.174761,301440
queue,ColaArreglo,front,front,general,20261022,100,20096,6,58200,2.896099,301440
queue,ColaArreglo,front,front,general,20261022,100,20096,7,59700,2.970740,301440
queue,ColaArreglo,front,front,general,20261022,100,20096,8,66500,3.309116,301440
queue,ColaArreglo,front,front,general,20261022,100,20096,9,53800,2.677150,301440
queue,ColaArreglo,front,front,general,20261022,100,20096,10,55200,2.746815,301440
queue,ListaSimpleConCola,delete,find+erase,final,20261022,100,2000,1,417600,208.800000,198000
queue,ListaSimpleConCola,delete,find+erase,final,20261022,100,2000,2,416200,208.100000,198000
queue,ListaSimpleConCola,delete,find+erase,final,20261022,100,2000,3,422200,211.100000,198000
queue,ListaSimpleConCola,delete,find+erase,final,20261022,100,2000,4,424700,212.350000,198000
queue,ListaSimpleConCola,delete,find+erase,final,20261022,100,2000,5,636100,318.050000,198000
queue,ListaSimpleConCola,delete,find+erase,final,20261022,100,2000,6,621900,310.950000,198000
queue,ListaSimpleConCola,delete,find+erase,final,20261022,100,2000,7,500100,250.050000,198000
queue,ListaSimpleConCola,delete,find+erase,final,20261022,100,2000,8,435400,217.700000,198000
queue,ListaSimpleConCola,delete,find+erase,final,20261022,100,2000,9,449600,224.800000,198000
queue,ListaSimpleConCola,delete,find+erase,final,20261022,100,2000,10,443800,221.900000,198000
queue,ColaArreglo,delete,delete,final,20261022,100,2000,1,262600,131.300000,2000
queue,ColaArreglo,delete,delete,final,20261022,100,2000,2,264600,132.300000,2000
queue,ColaArreglo,delete,delete,final,20261022,100,2000,3,267400,133.700000,2000
queue,ColaArreglo,delete,delete,final,20261022,100,2000,4,261800,130.900000,2000
queue,ColaArreglo,delete,delete,final,20261022,100,2000,5,268800,134.400000,2000
queue,ColaArreglo,delete,delete,final,20261022,100,2000,6,327600,163.800000,2000
queue,ColaArreglo,delete,delete,final,20261022,100,2000,7,348400,174.200000,2000
queue,ColaArreglo,delete,delete,final,20261022,100,2000,8,345800,172.900000,2000
queue,ColaArreglo,delete,delete,final,20261022,100,2000,9,359900,179.950000,2000
queue,ColaArreglo,delete,delete,final,20261022,100,2000,10,357500,178.750000,2000
queue,ListaSimpleConCola,size,size,general,20261022,100,20096,1,59400,2.955812,2009600
queue,ListaSimpleConCola,size,size,general,20261022,100,20096,2,60000,2.985669,2009600
queue,ListaSimpleConCola,size,size,general,20261022,100,20096,3,58500,2.911027,2009600
queue,ListaSimpleConCola,size,size,general,20261022,100,20096,4,58400,2.906051,2009600
queue,ListaSimpleConCola,size,size,general,20261022,100,20096,5,64100,3.189689,2009600
queue,ListaSimpleConCola,size,size,general,20261022,100,20096,6,57700,2.871218,2009600
queue,ListaSimpleConCola,size,size,general,20261022,100,20096,7,57400,2.856290,2009600
queue,ListaSimpleConCola,size,size,general,20261022,100,20096,8,58900,2.930932,2009600
queue,ListaSimpleConCola,size,size,general,20261022,100,20096,9,58800,2.925955,2009600
queue,ListaSimpleConCola,size,size,general,20261022,100,20096,10,56600,2.816481,2009600
queue,ColaArreglo,size,size,general,20261022,100,20096,1,63900,3.179737,2009600
queue,ColaArreglo,size,size,general,20261022,100,20096,2,65800,3.274283,2009600
queue,ColaArreglo,size,size,general,20261022,100,20096,3,64900,3.229498,2009600
queue,ColaArreglo,size,size,general,20261022,100,20096,4,64500,3.209594,2009600
queue,ColaArreglo,size,size,general,20261022,100,20096,5,64200,3.194666,2009600
queue,ColaArreglo,size,size,general,20261022,100,20096,6,63800,3.174761,2009600
queue,ColaArreglo,size,size,general,20261022,100,20096,7,63600,3.164809,2009600
queue,ColaArreglo,size,size,general,20261022,100,20096,8,65200,3.244427,2009600
queue,ColaArreglo,size,size,general,20261022,100,20096,9,64500,3.209594,2009600
queue,ColaArreglo,size,size,general,20261022,100,20096,10,63600,3.164809,2009600
queue,ListaSimpleConCola,isEmpty,isEmpty,general,20261022,100,20096,1,66300,3.299164,40192
queue,ListaSimpleConCola,isEmpty,isEmpty,general,20261022,100,20096,2,65200,3.244427,40192
queue,ListaSimpleConCola,isEmpty,isEmpty,general,20261022,100,20096,3,61900,3.080215,40192
queue,ListaSimpleConCola,isEmpty,isEmpty,general,20261022,100,20096,4,62400,3.105096,40192
queue,ListaSimpleConCola,isEmpty,isEmpty,general,20261022,100,20096,5,62800,3.125000,40192
queue,ListaSimpleConCola,isEmpty,isEmpty,general,20261022,100,20096,6,64600,3.214570,40192
queue,ListaSimpleConCola,isEmpty,isEmpty,general,20261022,100,20096,7,64200,3.194666,40192
queue,ListaSimpleConCola,isEmpty,isEmpty,general,20261022,100,20096,8,63600,3.164809,40192
queue,ListaSimpleConCola,isEmpty,isEmpty,general,20261022,100,20096,9,65100,3.239451,40192
queue,ListaSimpleConCola,isEmpty,isEmpty,general,20261022,100,20096,10,61100,3.040406,40192
queue,ColaArreglo,isEmpty,isEmpty,general,20261022,100,20096,1,65000,3.234475,40192
queue,ColaArreglo,isEmpty,isEmpty,general,20261022,100,20096,2,66300,3.299164,40192
queue,ColaArreglo,isEmpty,isEmpty,general,20261022,100,20096,3,66100,3.289212,40192
queue,ColaArreglo,isEmpty,isEmpty,general,20261022,100,20096,4,61100,3.040406,40192
queue,ColaArreglo,isEmpty,isEmpty,general,20261022,100,20096,5,64600,3.214570,40192
queue,ColaArreglo,isEmpty,isEmpty,general,20261022,100,20096,6,68400,3.403662,40192
queue,ColaArreglo,isEmpty,isEmpty,general,20261022,100,20096,7,68900,3.428543,40192
queue,ColaArreglo,isEmpty,isEmpty,general,20261022,100,20096,8,68600,3.413615,40192
queue,ColaArreglo,isEmpty,isEmpty,general,20261022,100,20096,9,67400,3.353901,40192
queue,ColaArreglo,isEmpty,isEmpty,general,20261022,100,20096,10,68000,3.383758,40192
stack,ListaSimpleSinCola,push,pushFront,general,20261922,1000,2000,1,13800,6.900000,-4294967296000
stack,ListaSimpleSinCola,push,pushFront,general,20261922,1000,2000,2,18900,9.450000,-4294967296000
stack,ListaSimpleSinCola,push,pushFront,general,20261922,1000,2000,3,14600,7.300000,-4294967296000
stack,ListaSimpleSinCola,push,pushFront,general,20261922,1000,2000,4,14800,7.400000,-4294967296000
stack,ListaSimpleSinCola,push,pushFront,general,20261922,1000,2000,5,15500,7.750000,-4294967296000
stack,ListaSimpleSinCola,push,pushFront,general,20261922,1000,2000,6,15700,7.850000,-4294967296000
stack,ListaSimpleSinCola,push,pushFront,general,20261922,1000,2000,7,12700,6.350000,-4294967296000
stack,ListaSimpleSinCola,push,pushFront,general,20261922,1000,2000,8,13700,6.850000,-4294967296000
stack,ListaSimpleSinCola,push,pushFront,general,20261922,1000,2000,9,12700,6.350000,-4294967296000
stack,ListaSimpleSinCola,push,pushFront,general,20261922,1000,2000,10,16300,8.150000,-4294967296000
stack,PilaArreglo,push,push,general,20261922,1000,2000,1,10600,5.300000,-4294967296000
stack,PilaArreglo,push,push,general,20261922,1000,2000,2,11200,5.600000,-4294967296000
stack,PilaArreglo,push,push,general,20261922,1000,2000,3,10600,5.300000,-4294967296000
stack,PilaArreglo,push,push,general,20261922,1000,2000,4,9800,4.900000,-4294967296000
stack,PilaArreglo,push,push,general,20261922,1000,2000,5,10900,5.450000,-4294967296000
stack,PilaArreglo,push,push,general,20261922,1000,2000,6,10400,5.200000,-4294967296000
stack,PilaArreglo,push,push,general,20261922,1000,2000,7,10500,5.250000,-4294967296000
stack,PilaArreglo,push,push,general,20261922,1000,2000,8,10700,5.350000,-4294967296000
stack,PilaArreglo,push,push,general,20261922,1000,2000,9,11100,5.550000,-4294967296000
stack,PilaArreglo,push,push,general,20261922,1000,2000,10,10000,5.000000,-4294967296000
stack,ListaSimpleSinCola,pop,popFront,general,20261922,1000,2000,1,15900,7.950000,3460000
stack,ListaSimpleSinCola,pop,popFront,general,20261922,1000,2000,2,13400,6.700000,3460000
stack,ListaSimpleSinCola,pop,popFront,general,20261922,1000,2000,3,13800,6.900000,3460000
stack,ListaSimpleSinCola,pop,popFront,general,20261922,1000,2000,4,13300,6.650000,3460000
stack,ListaSimpleSinCola,pop,popFront,general,20261922,1000,2000,5,13800,6.900000,3460000
stack,ListaSimpleSinCola,pop,popFront,general,20261922,1000,2000,6,13600,6.800000,3460000
stack,ListaSimpleSinCola,pop,popFront,general,20261922,1000,2000,7,13300,6.650000,3460000
stack,ListaSimpleSinCola,pop,popFront,general,20261922,1000,2000,8,13600,6.800000,3460000
stack,ListaSimpleSinCola,pop,popFront,general,20261922,1000,2000,9,12600,6.300000,3460000
stack,ListaSimpleSinCola,pop,popFront,general,20261922,1000,2000,10,13400,6.700000,3460000
stack,PilaArreglo,pop,pop,general,20261922,1000,2000,1,9400,4.700000,3460000
stack,PilaArreglo,pop,pop,general,20261922,1000,2000,2,11000,5.500000,3460000
stack,PilaArreglo,pop,pop,general,20261922,1000,2000,3,10200,5.100000,3460000
stack,PilaArreglo,pop,pop,general,20261922,1000,2000,4,9100,4.550000,3460000
stack,PilaArreglo,pop,pop,general,20261922,1000,2000,5,10400,5.200000,3460000
stack,PilaArreglo,pop,pop,general,20261922,1000,2000,6,9700,4.850000,3460000
stack,PilaArreglo,pop,pop,general,20261922,1000,2000,7,9400,4.700000,3460000
stack,PilaArreglo,pop,pop,general,20261922,1000,2000,8,10100,5.050000,3460000
stack,PilaArreglo,pop,pop,general,20261922,1000,2000,9,10000,5.000000,3460000
stack,PilaArreglo,pop,pop,general,20261922,1000,2000,10,10100,5.050000,3460000
stack,ListaSimpleSinCola,peek,topFront,general,20261922,1000,20000,1,48200,2.410000,17300000
stack,ListaSimpleSinCola,peek,topFront,general,20261922,1000,20000,2,48900,2.445000,17300000
stack,ListaSimpleSinCola,peek,topFront,general,20261922,1000,20000,3,48600,2.430000,17300000
stack,ListaSimpleSinCola,peek,topFront,general,20261922,1000,20000,4,48300,2.415000,17300000
stack,ListaSimpleSinCola,peek,topFront,general,20261922,1000,20000,5,48800,2.440000,17300000
stack,ListaSimpleSinCola,peek,topFront,general,20261922,1000,20000,6,49200,2.460000,17300000
stack,ListaSimpleSinCola,peek,topFront,general,20261922,1000,20000,7,49000,2.450000,17300000
stack,ListaSimpleSinCola,peek,topFront,general,20261922,1000,20000,8,47100,2.355000,17300000
stack,ListaSimpleSinCola,peek,topFront,general,20261922,1000,20000,9,49900,2.495000,17300000
stack,ListaSimpleSinCola,peek,topFront,general,20261922,1000,20000,10,50200,2.510000,17300000
stack,PilaArreglo,peek,peek,general,20261922,1000,20000,1,52600,2.630000,17300000
stack,PilaArreglo,peek,peek,general,20261922,1000,20000,2,51600,2.580000,17300000
stack,PilaArreglo,peek,peek,general,20261922,1000,20000,3,51500,2.575000,17300000
stack,PilaArreglo,peek,peek,general,20261922,1000,20000,4,51300,2.565000,17300000
stack,PilaArreglo,peek,peek,general,20261922,1000,20000,5,52800,2.640000,17300000
stack,PilaArreglo,peek,peek,general,20261922,1000,20000,6,51600,2.580000,17300000
stack,PilaArreglo,peek,peek,general,20261922,1000,20000,7,52200,2.610000,17300000
stack,PilaArreglo,peek,peek,general,20261922,1000,20000,8,50900,2.545000,17300000
stack,PilaArreglo,peek,peek,general,20261922,1000,20000,9,51600,2.580000,17300000
stack,PilaArreglo,peek,peek,general,20261922,1000,20000,10,53800,2.690000,17300000
stack,ListaSimpleSinCola,delete,find+erase,base,20261922,1000,200,1,833200,4166.000000,199800
stack,ListaSimpleSinCola,delete,find+erase,base,20261922,1000,200,2,638900,3194.500000,199800
stack,ListaSimpleSinCola,delete,find+erase,base,20261922,1000,200,3,725800,3629.000000,199800
stack,ListaSimpleSinCola,delete,find+erase,base,20261922,1000,200,4,661100,3305.500000,199800
stack,ListaSimpleSinCola,delete,find+erase,base,20261922,1000,200,5,664400,3322.000000,199800
stack,ListaSimpleSinCola,delete,find+erase,base,20261922,1000,200,6,650200,3251.000000,199800
stack,ListaSimpleSinCola,delete,find+erase,base,20261922,1000,200,7,624600,3123.000000,199800
stack,ListaSimpleSinCola,delete,find+erase,base,20261922,1000,200,8,673800,3369.000000,199800
stack,ListaSimpleSinCola,delete,find+erase,base,20261922,1000,200,9,685700,3428.500000,199800
stack,ListaSimpleSinCola,delete,find+erase,base,20261922,1000,200,10,675100,3375.500000,199800
stack,PilaArreglo,delete,delete,base,20261922,1000,200,1,257300,1286.500000,200
stack,PilaArreglo,delete,delete,base,20261922,1000,200,2,287700,1438.500000,200
stack,PilaArreglo,delete,delete,base,20261922,1000,200,3,286200,1431.000000,200
stack,PilaArreglo,delete,delete,base,20261922,1000,200,4,331700,1658.500000,200
stack,PilaArreglo,delete,delete,base,20261922,1000,200,5,321100,1605.500000,200
stack,PilaArreglo,delete,delete,base,20261922,1000,200,6,310700,1553.500000,200
stack,PilaArreglo,delete,delete,base,20261922,1000,200,7,249700,1248.500000,200
stack,PilaArreglo,delete,delete,base,20261922,1000,200,8,277600,1388.000000,200
stack,PilaArreglo,delete,delete,base,20261922,1000,200,9,315600,1578.000000,200
stack,PilaArreglo,delete,delete,base,20261922,1000,200,10,281400,1407.000000,200
stack,ListaSimpleSinCola,size,size,general,20261922,1000,20000,1,40200,2.010000,20000000
stack,ListaSimpleSinCola,size,size,general,20261922,1000,20000,2,40200,2.010000,20000000
stack,ListaSimpleSinCola,size,size,general,20261922,1000,20000,3,40400,2.020000,20000000
stack,ListaSimpleSinCola,size,size,general,20261922,1000,20000,4,40500,2.025000,20000000
stack,ListaSimpleSinCola,size,size,general,20261922,1000,20000,5,40500,2.025000,20000000
stack,ListaSimpleSinCola,size,size,general,20261922,1000,20000,6,42000,2.100000,20000000
stack,ListaSimpleSinCola,size,size,general,20261922,1000,20000,7,40300,2.015000,20000000
stack,ListaSimpleSinCola,size,size,general,20261922,1000,20000,8,40700,2.035000,20000000
stack,ListaSimpleSinCola,size,size,general,20261922,1000,20000,9,59800,2.990000,20000000
stack,ListaSimpleSinCola,size,size,general,20261922,1000,20000,10,42000,2.100000,20000000
stack,PilaArreglo,size,size,general,20261922,1000,20000,1,37900,1.895000,20000000
stack,PilaArreglo,size,size,general,20261922,1000,20000,2,38300,1.915000,20000000
stack,PilaArreglo,size,size,general,20261922,1000,20000,3,39200,1.960000,20000000
stack,PilaArreglo,size,size,general,20261922,1000,20000,4,38100,1.905000,20000000
stack,PilaArreglo,size,size,general,20261922,1000,20000,5,39900,1.995000,20000000
stack,PilaArreglo,size,size,general,20261922,1000,20000,6,37800,1.890000,20000000
stack,PilaArreglo,size,size,general,20261922,1000,20000,7,37900,1.895000,20000000
stack,PilaArreglo,size,size,general,20261922,1000,20000,8,37900,1.895000,20000000
stack,PilaArreglo,size,size,general,20261922,1000,20000,9,39900,1.995000,20000000
stack,PilaArreglo,size,size,general,20261922,1000,20000,10,38000,1.900000,20000000
stack,ListaSimpleSinCola,isEmpty,isEmpty,general,20261922,1000,20000,1,40600,2.030000,40000
stack,ListaSimpleSinCola,isEmpty,isEmpty,general,20261922,1000,20000,2,40900,2.045000,40000
stack,ListaSimpleSinCola,isEmpty,isEmpty,general,20261922,1000,20000,3,40400,2.020000,40000
stack,ListaSimpleSinCola,isEmpty,isEmpty,general,20261922,1000,20000,4,40800,2.040000,40000
stack,ListaSimpleSinCola,isEmpty,isEmpty,general,20261922,1000,20000,5,40500,2.025000,40000
stack,ListaSimpleSinCola,isEmpty,isEmpty,general,20261922,1000,20000,6,40500,2.025000,40000
stack,ListaSimpleSinCola,isEmpty,isEmpty,general,20261922,1000,20000,7,40200,2.010000,40000
stack,ListaSimpleSinCola,isEmpty,isEmpty,general,20261922,1000,20000,8,42200,2.110000,40000
stack,ListaSimpleSinCola,isEmpty,isEmpty,general,20261922,1000,20000,9,40200,2.010000,40000
stack,ListaSimpleSinCola,isEmpty,isEmpty,general,20261922,1000,20000,10,40000,2.000000,40000
stack,PilaArreglo,isEmpty,isEmpty,general,20261922,1000,20000,1,39800,1.990000,40000
stack,PilaArreglo,isEmpty,isEmpty,general,20261922,1000,20000,2,39700,1.985000,40000
stack,PilaArreglo,isEmpty,isEmpty,general,20261922,1000,20000,3,39700,1.985000,40000
stack,PilaArreglo,isEmpty,isEmpty,general,20261922,1000,20000,4,39700,1.985000,40000
stack,PilaArreglo,isEmpty,isEmpty,general,20261922,1000,20000,5,42200,2.110000,40000
stack,PilaArreglo,isEmpty,isEmpty,general,20261922,1000,20000,6,48500,2.425000,40000
stack,PilaArreglo,isEmpty,isEmpty,general,20261922,1000,20000,7,39900,1.995000,40000
stack,PilaArreglo,isEmpty,isEmpty,general,20261922,1000,20000,8,39800,1.990000,40000
stack,PilaArreglo,isEmpty,isEmpty,general,20261922,1000,20000,9,39900,1.995000,40000
stack,PilaArreglo,isEmpty,isEmpty,general,20261922,1000,20000,10,40200,2.010000,40000
queue,ListaSimpleConCola,enqueue,pushBack,general,20261922,1000,2000,1,19900,9.950000,741600
queue,ListaSimpleConCola,enqueue,pushBack,general,20261922,1000,2000,2,20500,10.250000,741600
queue,ListaSimpleConCola,enqueue,pushBack,general,20261922,1000,2000,3,21000,10.500000,741600
queue,ListaSimpleConCola,enqueue,pushBack,general,20261922,1000,2000,4,24500,12.250000,741600
queue,ListaSimpleConCola,enqueue,pushBack,general,20261922,1000,2000,5,18400,9.200000,741600
queue,ListaSimpleConCola,enqueue,pushBack,general,20261922,1000,2000,6,18800,9.400000,741600
queue,ListaSimpleConCola,enqueue,pushBack,general,20261922,1000,2000,7,18200,9.100000,741600
queue,ListaSimpleConCola,enqueue,pushBack,general,20261922,1000,2000,8,18600,9.300000,741600
queue,ListaSimpleConCola,enqueue,pushBack,general,20261922,1000,2000,9,20100,10.050000,741600
queue,ListaSimpleConCola,enqueue,pushBack,general,20261922,1000,2000,10,19100,9.550000,741600
queue,ColaArreglo,enqueue,enqueue,general,20261922,1000,2000,1,11000,5.500000,741600
queue,ColaArreglo,enqueue,enqueue,general,20261922,1000,2000,2,11100,5.550000,741600
queue,ColaArreglo,enqueue,enqueue,general,20261922,1000,2000,3,10800,5.400000,741600
queue,ColaArreglo,enqueue,enqueue,general,20261922,1000,2000,4,10700,5.350000,741600
queue,ColaArreglo,enqueue,enqueue,general,20261922,1000,2000,5,11700,5.850000,741600
queue,ColaArreglo,enqueue,enqueue,general,20261922,1000,2000,6,11600,5.800000,741600
queue,ColaArreglo,enqueue,enqueue,general,20261922,1000,2000,7,11300,5.650000,741600
queue,ColaArreglo,enqueue,enqueue,general,20261922,1000,2000,8,11100,5.550000,741600
queue,ColaArreglo,enqueue,enqueue,general,20261922,1000,2000,9,12200,6.100000,741600
